time,latitude,longitude,sea_surface_temperature
2003-01-31T12:00:00Z,-19.00,154.00,27.34
2003-01-31T12:00:00Z,-18.00,146.00,28.55
2003-01-31T12:00:00Z,-18.00,147.00,28.30
2003-01-31T12:00:00Z,-18.00,148.00,28.21
2003-01-31T12:00:00Z,-18.00,149.00,28.11
2003-01-31T12:00:00Z,-18.00,150.00,27.88
2003-01-31T12:00:00Z,-18.00,151.00,27.62
2003-01-31T12:00:00Z,-18.00,152.00,27.44
2003-01-31T12:00:00Z,-18.00,153.00,27.50
2003-01-31T12:00:00Z,-18.00,154.00,27.56
2003-01-31T12:00:00Z,-17.00,145.00,28.67
2003-01-31T12:00:00Z,-17.00,146.00,28.45
2003-01-31T12:00:00Z,-17.00,147.00,28.32
2003-01-31T12:00:00Z,-17.00,148.00,28.22
2003-01-31T12:00:00Z,-17.00,149.00,28.26
2003-01-31T12:00:00Z,-17.00,150.00,28.11
2003-01-31T12:00:00Z,-17.00,151.00,27.92
2003-01-31T12:00:00Z,-17.00,152.00,27.61
2003-01-31T12:00:00Z,-17.00,153.00,27.66
2003-01-31T12:00:00Z,-17.00,154.00,27.68
2003-01-31T12:00:00Z,-16.00,145.00,28.59
2003-01-31T12:00:00Z,-16.00,146.00,28.43
2003-01-31T12:00:00Z,-16.00,147.00,28.41
2003-01-31T12:00:00Z,-16.00,148.00,28.39
2003-01-31T12:00:00Z,-16.00,149.00,28.29
2003-01-31T12:00:00Z,-16.00,150.00,28.19
2003-01-31T12:00:00Z,-16.00,151.00,28.04
2003-01-31T12:00:00Z,-16.00,152.00,27.79
2003-01-31T12:00:00Z,-16.00,153.00,27.85
2003-01-31T12:00:00Z,-16.00,154.00,27.86
2003-01-31T12:00:00Z,-15.00,144.00,29.24
2003-01-31T12:00:00Z,-15.00,145.00,28.61
2003-01-31T12:00:00Z,-15.00,146.00,28.46
2003-01-31T12:00:00Z,-15.00,147.00,28.49
2003-01-31T12:00:00Z,-15.00,148.00,28.43
2003-01-31T12:00:00Z,-15.00,149.00,28.40
2003-01-31T12:00:00Z,-15.00,150.00,28.38
2003-01-31T12:00:00Z,-15.00,151.00,28.29
2003-01-31T12:00:00Z,-15.00,152.00,28.23
2003-01-31T12:00:00Z,-15.00,153.00,28.06
2003-01-31T12:00:00Z,-15.00,154.00,27.90
2003-01-31T12:00:00Z,-14.00,144.00,28.80
2003-01-31T12:00:00Z,-14.00,145.00,28.58
2003-01-31T12:00:00Z,-14.00,146.00,28.58
2003-01-31T12:00:00Z,-14.00,147.00,28.62
2003-01-31T12:00:00Z,-14.00,148.00,28.68
2003-01-31T12:00:00Z,-14.00,149.00,28.65
2003-01-31T12:00:00Z,-14.00,150.00,28.62
2003-01-31T12:00:00Z,-14.00,151.00,28.52
2003-01-31T12:00:00Z,-14.00,152.00,28.36
2003-01-31T12:00:00Z,-14.00,153.00,28.31
2003-01-31T12:00:00Z,-14.00,154.00,28.30
2003-01-31T12:00:00Z,-13.00,143.00,28.83
2003-01-31T12:00:00Z,-13.00,144.00,28.71
2003-01-31T12:00:00Z,-13.00,145.00,28.67
2003-01-31T12:00:00Z,-13.00,146.00,28.59
2003-01-31T12:00:00Z,-13.00,147.00,28.74
2003-01-31T12:00:00Z,-13.00,148.00,28.77
2003-01-31T12:00:00Z,-13.00,149.00,28.81
2003-01-31T12:00:00Z,-13.00,150.00,28.82
2003-01-31T12:00:00Z,-13.00,151.00,28.70
2003-01-31T12:00:00Z,-13.00,152.00,28.60
2003-01-31T12:00:00Z,-13.00,153.00,28.69
2003-01-31T12:00:00Z,-13.00,154.00,28.60
2003-01-31T12:00:00Z,-12.00,142.00,29.06
2003-01-31T12:00:00Z,-12.00,143.00,29.10
2003-01-31T12:00:00Z,-12.00,144.00,28.76
2003-01-31T12:00:00Z,-12.00,145.00,28.75
2003-01-31T12:00:00Z,-12.00,146.00,28.68
2003-01-31T12:00:00Z,-12.00,147.00,28.67
2003-01-31T12:00:00Z,-12.00,148.00,28.71
2003-01-31T12:00:00Z,-12.00,149.00,28.80
2003-01-31T12:00:00Z,-12.00,150.00,28.90
2003-01-31T12:00:00Z,-12.00,151.00,28.81
2003-01-31T12:00:00Z,-12.00,152.00,28.75
2003-01-31T12:00:00Z,-12.00,153.00,28.61
2003-01-31T12:00:00Z,-12.00,154.00,28.59
2003-01-31T12:00:00Z,-11.00,142.00,29.23
2003-01-31T12:00:00Z,-11.00,143.00,29.24
2003-01-31T12:00:00Z,-11.00,144.00,28.91
2003-01-31T12:00:00Z,-11.00,145.00,29.00
2003-01-31T12:00:00Z,-11.00,146.00,28.84
2003-01-31T12:00:00Z,-11.00,147.00,28.76
2003-01-31T12:00:00Z,-11.00,148.00,28.73
2003-01-31T12:00:00Z,-11.00,149.00,28.84
2003-01-31T12:00:00Z,-11.00,150.00,28.73
2003-01-31T12:00:00Z,-11.00,151.00,28.37
2003-01-31T12:00:00Z,-11.00,152.00,28.35
2003-01-31T12:00:00Z,-11.00,153.00,28.62
2003-01-31T12:00:00Z,-11.00,154.00,28.75
2003-01-31T12:00:00Z,-10.00,142.00,29.56
2003-01-31T12:00:00Z,-10.00,143.00,29.53
2003-01-31T12:00:00Z,-10.00,144.00,28.88
2003-01-31T12:00:00Z,-10.00,145.00,28.95
2003-01-31T12:00:00Z,-10.00,146.00,28.89
2003-01-31T12:00:00Z,-10.00,147.00,28.75
2003-01-31T12:00:00Z,-10.00,148.00,28.67
2003-01-31T12:00:00Z,-10.00,149.00,28.70
2003-01-31T12:00:00Z,-10.00,150.00,28.64
2003-01-31T12:00:00Z,-10.00,151.00,28.48
2003-01-31T12:00:00Z,-10.00,152.00,28.81
2003-01-31T12:00:00Z,-10.00,153.00,28.98
2003-01-31T12:00:00Z,-10.00,154.00,29.08
2003-01-31T12:00:00Z,-9.00,142.00,29.67
2003-01-31T12:00:00Z,-9.00,143.00,29.51
2003-01-31T12:00:00Z,-9.00,144.00,29.05
2003-01-31T12:00:00Z,-9.00,145.00,28.84
2003-01-31T12:00:00Z,-9.00,146.00,28.95
2003-01-31T12:00:00Z,-9.00,147.00,28.93
2003-01-31T12:00:00Z,-9.00,149.00,29.13
2003-01-31T12:00:00Z,-9.00,150.00,28.81
2003-01-31T12:00:00Z,-9.00,151.00,28.64
2003-01-31T12:00:00Z,-9.00,152.00,28.99
2003-01-31T12:00:00Z,-9.00,153.00,29.15
2003-01-31T12:00:00Z,-9.00,154.00,29.30
2003-02-28T12:00:00Z,-24.00,151.00,26.77
2003-02-28T12:00:00Z,-24.00,152.00,26.84
2003-02-28T12:00:00Z,-24.00,153.00,27.33
2003-02-28T12:00:00Z,-24.00,154.00,27.28
2003-02-28T12:00:00Z,-23.00,150.00,26.86
2003-02-28T12:00:00Z,-23.00,151.00,26.83
2003-02-28T12:00:00Z,-23.00,152.00,27.11
2003-02-28T12:00:00Z,-23.00,153.00,27.56
2003-02-28T12:00:00Z,-23.00,154.00,27.59
2003-02-28T12:00:00Z,-22.00,149.00,27.73
2003-02-28T12:00:00Z,-22.00,150.00,27.48
2003-02-28T12:00:00Z,-22.00,151.00,27.44
2003-02-28T12:00:00Z,-22.00,152.00,27.46
2003-02-28T12:00:00Z,-22.00,153.00,27.63
2003-02-28T12:00:00Z,-22.00,154.00,27.61
2003-02-28T12:00:00Z,-21.00,149.00,27.94
2003-02-28T12:00:00Z,-21.00,150.00,27.79
2003-02-28T12:00:00Z,-21.00,151.00,27.81
2003-02-28T12:00:00Z,-21.00,152.00,27.99
2003-02-28T12:00:00Z,-21.00,153.00,27.89
2003-02-28T12:00:00Z,-21.00,154.00,27.62
2003-02-28T12:00:00Z,-20.00,148.00,28.39
2003-02-28T12:00:00Z,-20.00,149.00,28.09
2003-02-28T12:00:00Z,-20.00,150.00,28.04
2003-02-28T12:00:00Z,-20.00,151.00,28.22
2003-02-28T12:00:00Z,-20.00,152.00,28.03
2003-02-28T12:00:00Z,-20.00,153.00,27.75
2003-02-28T12:00:00Z,-20.00,154.00,27.69
2003-02-28T12:00:00Z,-19.00,146.00,29.19
2003-02-28T12:00:00Z,-19.00,147.00,28.75
2003-02-28T12:00:00Z,-19.00,148.00,28.60
2003-02-28T12:00:00Z,-19.00,149.00,28.53
2003-02-28T12:00:00Z,-19.00,150.00,28.38
2003-02-28T12:00:00Z,-19.00,151.00,28.15
2003-02-28T12:00:00Z,-19.00,152.00,28.04
2003-02-28T12:00:00Z,-19.00,153.00,27.94
2003-02-28T12:00:00Z,-19.00,154.00,27.82
2003-02-28T12:00:00Z,-18.00,146.00,29.25
2003-02-28T12:00:00Z,-18.00,147.00,28.94
2003-02-28T12:00:00Z,-18.00,148.00,28.83
2003-02-28T12:00:00Z,-18.00,149.00,28.58
2003-02-28T12:00:00Z,-18.00,150.00,28.23
2003-02-28T12:00:00Z,-18.00,151.00,28.19
2003-02-28T12:00:00Z,-18.00,152.00,28.27
2003-02-28T12:00:00Z,-18.00,153.00,28.22
2003-02-28T12:00:00Z,-18.00,154.00,28.11
2003-02-28T12:00:00Z,-17.00,145.00,29.38
2003-02-28T12:00:00Z,-17.00,146.00,29.21
2003-02-28T12:00:00Z,-17.00,147.00,29.12
2003-02-28T12:00:00Z,-17.00,148.00,28.95
2003-02-28T12:00:00Z,-17.00,149.00,28.54
2003-02-28T12:00:00Z,-17.00,150.00,28.39
2003-02-28T12:00:00Z,-17.00,151.00,28.48
2003-02-28T12:00:00Z,-17.00,152.00,28.54
2003-02-28T12:00:00Z,-17.00,153.00,28.70
2003-02-28T12:00:00Z,-17.00,154.00,28.62
2003-02-28T12:00:00Z,-16.00,145.00,29.36
2003-02-28T12:00:00Z,-16.00,146.00,29.22
2003-02-28T12:00:00Z,-16.00,147.00,29.09
2003-02-28T12:00:00Z,-16.00,148.00,28.83
2003-02-28T12:00:00Z,-16.00,149.00,28.57
2003-02-28T12:00:00Z,-16.00,150.00,28.50
2003-02-28T12:00:00Z,-16.00,151.00,28.59
2003-02-28T12:00:00Z,-16.00,152.00,28.75
2003-02-28T12:00:00Z,-16.00,153.00,28.73
2003-02-28T12:00:00Z,-16.00,154.00,28.70
2003-02-28T12:00:00Z,-15.00,144.00,29.74
2003-02-28T12:00:00Z,-15.00,145.00,29.33
2003-02-28T12:00:00Z,-15.00,146.00,29.32
2003-02-28T12:00:00Z,-15.00,147.00,29.08
2003-02-28T12:00:00Z,-15.00,148.00,28.77
2003-02-28T12:00:00Z,-15.00,149.00,28.61
2003-02-28T12:00:00Z,-15.00,150.00,28.58
2003-02-28T12:00:00Z,-15.00,151.00,28.66
2003-02-28T12:00:00Z,-15.00,152.00,28.86
2003-02-28T12:00:00Z,-15.00,153.00,28.86
2003-02-28T12:00:00Z,-15.00,154.00,28.80
2003-02-28T12:00:00Z,-14.00,144.00,29.40
2003-02-28T12:00:00Z,-14.00,145.00,29.34
2003-02-28T12:00:00Z,-14.00,146.00,29.36
2003-02-28T12:00:00Z,-14.00,147.00,29.11
2003-02-28T12:00:00Z,-14.00,148.00,28.86
2003-02-28T12:00:00Z,-14.00,149.00,28.91
2003-02-28T12:00:00Z,-14.00,150.00,28.84
2003-02-28T12:00:00Z,-14.00,151.00,28.83
2003-02-28T12:00:00Z,-14.00,152.00,28.98
2003-02-28T12:00:00Z,-14.00,153.00,29.06
2003-02-28T12:00:00Z,-14.00,154.00,29.00
2003-02-28T12:00:00Z,-13.00,143.00,29.68
2003-02-28T12:00:00Z,-13.00,144.00,29.32
2003-02-28T12:00:00Z,-13.00,145.00,29.45
2003-02-28T12:00:00Z,-13.00,146.00,29.46
2003-02-28T12:00:00Z,-13.00,147.00,29.36
2003-02-28T12:00:00Z,-13.00,148.00,29.28
2003-02-28T12:00:00Z,-13.00,149.00,29.21
2003-02-28T12:00:00Z,-13.00,150.00,29.20
2003-02-28T12:00:00Z,-13.00,151.00,29.25
2003-02-28T12:00:00Z,-13.00,152.00,29.19
2003-02-28T12:00:00Z,-13.00,153.00,29.20
2003-02-28T12:00:00Z,-13.00,154.00,29.26
2003-02-28T12:00:00Z,-12.00,142.00,30.10
2003-02-28T12:00:00Z,-12.00,143.00,29.95
2003-02-28T12:00:00Z,-12.00,144.00,29.44
2003-02-28T12:00:00Z,-12.00,145.00,29.57
2003-02-28T12:00:00Z,-12.00,146.00,29.59
2003-02-28T12:00:00Z,-12.00,147.00,29.55
2003-02-28T12:00:00Z,-12.00,148.00,29.42
2003-02-28T12:00:00Z,-12.00,149.00,29.36
2003-02-28T12:00:00Z,-12.00,150.00,29.39
2003-02-28T12:00:00Z,-12.00,151.00,29.37
2003-02-28T12:00:00Z,-12.00,152.00,29.41
2003-02-28T12:00:00Z,-12.00,153.00,29.33
2003-02-28T12:00:00Z,-12.00,154.00,29.34
2003-02-28T12:00:00Z,-11.00,142.00,30.29
2003-02-28T12:00:00Z,-11.00,143.00,30.18
2003-02-28T12:00:00Z,-11.00,144.00,29.60
2003-02-28T12:00:00Z,-11.00,145.00,29.71
2003-02-28T12:00:00Z,-11.00,146.00,29.73
2003-02-28T12:00:00Z,-11.00,147.00,29.82
2003-02-28T12:00:00Z,-11.00,148.00,29.71
2003-02-28T12:00:00Z,-11.00,149.00,29.60
2003-02-28T12:00:00Z,-11.00,150.00,29.46
2003-02-28T12:00:00Z,-11.00,151.00,29.04
2003-02-28T12:00:00Z,-11.00,152.00,29.03
2003-02-28T12:00:00Z,-11.00,153.00,29.16
2003-02-28T12:00:00Z,-11.00,154.00,29.22
2003-02-28T12:00:00Z,-10.00,142.00,30.50
2003-02-28T12:00:00Z,-10.00,143.00,30.40
2003-02-28T12:00:00Z,-10.00,144.00,29.70
2003-02-28T12:00:00Z,-10.00,145.00,29.75
2003-02-28T12:00:00Z,-10.00,146.00,29.81
2003-02-28T12:00:00Z,-10.00,147.00,29.86
2003-02-28T12:00:00Z,-10.00,148.00,29.80
2003-02-28T12:00:00Z,-10.00,149.00,29.65
2003-02-28T12:00:00Z,-10.00,150.00,29.29
2003-02-28T12:00:00Z,-10.00,151.00,29.10
2003-02-28T12:00:00Z,-10.00,152.00,29.38
2003-02-28T12:00:00Z,-10.00,153.00,29.48
2003-02-28T12:00:00Z,-10.00,154.00,29.55
2003-02-28T12:00:00Z,-9.00,142.00,30.39
2003-02-28T12:00:00Z,-9.00,143.00,30.50
2003-02-28T12:00:00Z,-9.00,144.00,30.16
2003-02-28T12:00:00Z,-9.00,145.00,29.90
2003-02-28T12:00:00Z,-9.00,146.00,29.71
2003-02-28T12:00:00Z,-9.00,147.00,29.91
2003-02-28T12:00:00Z,-9.00,149.00,29.32
2003-02-28T12:00:00Z,-9.00,150.00,29.07
2003-02-28T12:00:00Z,-9.00,151.00,29.08
2003-02-28T12:00:00Z,-9.00,152.00,29.54
2003-02-28T12:00:00Z,-9.00,153.00,29.73
2003-02-28T12:00:00Z,-9.00,154.00,29.87
2003-03-31T12:00:00Z,-24.00,151.00,26.41
2003-03-31T12:00:00Z,-24.00,152.00,26.62
2003-03-31T12:00:00Z,-24.00,153.00,27.02
2003-03-31T12:00:00Z,-24.00,154.00,27.21
2003-03-31T12:00:00Z,-23.00,150.00,26.65
2003-03-31T12:00:00Z,-23.00,151.00,26.69
2003-03-31T12:00:00Z,-23.00,152.00,26.90
2003-03-31T12:00:00Z,-23.00,153.00,27.19
2003-03-31T12:00:00Z,-23.00,154.00,27.38
2003-03-31T12:00:00Z,-22.00,149.00,27.19
2003-03-31T12:00:00Z,-22.00,150.00,27.14
2003-03-31T12:00:00Z,-22.00,151.00,27.25
2003-03-31T12:00:00Z,-22.00,152.00,27.22
2003-03-31T12:00:00Z,-22.00,153.00,27.39
2003-03-31T12:00:00Z,-22.00,154.00,27.50
2003-03-31T12:00:00Z,-21.00,149.00,27.40
2003-03-31T12:00:00Z,-21.00,150.00,27.60
2003-03-31T12:00:00Z,-21.00,151.00,27.58
2003-03-31T12:00:00Z,-21.00,152.00,27.67
2003-03-31T12:00:00Z,-21.00,153.00,27.63
2003-03-31T12:00:00Z,-21.00,154.00,27.25
2003-03-31T12:00:00Z,-20.00,148.00,28.06
2003-03-31T12:00:00Z,-20.00,149.00,27.84
2003-03-31T12:00:00Z,-20.00,150.00,27.86
2003-03-31T12:00:00Z,-20.00,151.00,27.93
2003-03-31T12:00:00Z,-20.00,152.00,27.87
2003-03-31T12:00:00Z,-20.00,153.00,27.54
2003-03-31T12:00:00Z,-20.00,154.00,27.15
2003-03-31T12:00:00Z,-19.00,146.00,28.90
2003-03-31T12:00:00Z,-19.00,147.00,28.45
2003-03-31T12:00:00Z,-19.00,148.00,28.17
2003-03-31T12:00:00Z,-19.00,149.00,28.12
2003-03-31T12:00:00Z,-19.00,150.00,28.08
2003-03-31T12:00:00Z,-19.00,151.00,27.85
2003-03-31T12:00:00Z,-19.00,152.00,27.79
2003-03-31T12:00:00Z,-19.00,153.00,27.53
2003-03-31T12:00:00Z,-19.00,154.00,27.34
2003-03-31T12:00:00Z,-18.00,146.00,28.54
2003-03-31T12:00:00Z,-18.00,147.00,28.27
2003-03-31T12:00:00Z,-18.00,148.00,28.17
2003-03-31T12:00:00Z,-18.00,149.00,28.18
2003-03-31T12:00:00Z,-18.00,150.00,28.08
2003-03-31T12:00:00Z,-18.00,151.00,27.88
2003-03-31T12:00:00Z,-18.00,152.00,27.86
2003-03-31T12:00:00Z,-18.00,153.00,27.84
